#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
6775	STAT4;NM_003151.4	2	-	191894555	192012939	191894555	192012939	23	191894555,191895687,191896165,191897673,191898205,191898626,191899263,191900879,191903914,191905780,191919205,191922733,191922917,191923425,191926444,191927477,191929522,191931145,191934408,191937813,191940942,192011328,192012791	191894602,191895816,191896252,191897885,191898362,191898741,191899333,191901035,191904033,191905884,191919270,191922847,191922955,191923505,191926557,191927656,191929694,191931251,191934507,191937926,191941061,192011493,192012939	nan	STAT4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23451	SF3B1;NM_012433.4	2	-	198257016	198299733	198257016	198299733	25	198257016,198257685,198260769,198262698,198263174,198264768,198264965,198265428,198266113,198266455,198266698,198267269,198267662,198268298,198269789,198269988,198272711,198273082,198274483,198281454,198283222,198285141,198285742,198288521,198299685	198257195,198257922,198261062,198262850,198263315,198264900,198265168,198265670,198266259,198266622,198266864,198267560,198267769,198268498,198269911,198270206,198272853,198273315,198274741,198281645,198283322,198285276,198285867,198288708,198299733	nan	SF3B1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841	CASP8;NM_001372051.1	2	+	202131199	202151327	202131199	202151327	8	202131199,202136228,202137350,202137610,202139601,202141539,202149528,202151171	202131524,202136354,202137509,202137675,202139686,202141701,202150050,202151327	nan	CASP8	nan	nan	0,0,0,0,0,0,0,0
1493	CTLA4;NM_005214.5	2	+	204732655	204737545	204732655	204737545	4	204732655,204735298,204736090,204737420	204732784,204735666,204736220,204737545	nan	CTLA4	nan	nan	0,0,0,0
3417	IDH1;NM_005896.4	2	-	209101792	209116285	209101792	209116285	8	209101792,209103784,209104576,209106707,209108140,209110032,209113082,209116143	209101903,209103967,209104737,209106879,209108338,209110158,209113394,209116285	nan	IDH1	nan	nan	0,0,0,0,0,0,0,0
2066	ERBB4;NM_005235.3	2	-	212248329	213403264	212248329	213403264	28	212248329,212251567,212252659,212285155,212286721,212288869,212293122,212295659,212426617,212483891,212488636,212495176,212522468,212530037,212537878,212543766,212566681,212568818,212570032,212576764,212578249,212587107,212589790,212615353,212652739,212812144,212989466,213403162	212248795,212251885,212252727,212285346,212286839,212289036,212293218,212295835,212426823,212484010,212488779,212495329,212522563,212530212,212537992,212543919,212566901,212568929,212570126,212576911,212578383,212587269,212589929,212615439,212652894,212812351,212989638,213403264	nan	ERBB4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580	BARD1;NM_000465.4	2	-	215593389	215674303	215593389	215674303	11	215593389,215595124,215609780,215610435,215617160,215632195,215633945,215645273,215657010,215661774,215674125	215593742,215595242,215609893,215610588,215617289,215632388,215634046,215646243,215657179,215661851,215674303	nan	BARD1	nan	nan	0,0,0,0,0,0,0,0,0,0,0
3623	INHA;NM_002191.4	2	+	220437086	220440258	220437086	220440258	2	220437086,220439405	220437374,220440258	nan	INHA	nan	nan	0,0
5077	PAX3;NM_181458.4	2	-	223066116	223163344	223066116	223163344	9	223066116,223066652,223084848,223085930,223096786,223158875,223160236,223161686,223163239	223066171,223066919,223085083,223086116,223097012,223159030,223160386,223161942,223163344	nan	PAX3	nan	nan	0,0,0,0,0,0,0,0,0
8452	CUL3;NM_003590.5	2	-	225338951	225449736	225338951	225449736	16	225338951,225342906,225346598,225360538,225362459,225365069,225367671,225368358,225370662,225371564,225376060,225378230,225379318,225400234,225422365,225449650	225339103,225343072,225346805,225360693,225362576,225365214,225367799,225368549,225370859,225371730,225376309,225378365,225379499,225400368,225422583,225449736	nan	CUL3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3667	IRS1;NM_005544.3	2	-	227659715	227663464	227659715	227663464	1	227659715	227663464	nan	IRS1	nan	nan	0
5133	PDCD1;NM_005018.3	2	-	242793199	242801000	242793199	242801000	5	242793199,242794090,242794339,242794762,242800904	242793459,242794145,242794515,242795142,242801000	nan	PDCD1	nan	nan	0,0,0,0,0
2177	FANCD2;NM_001018115.3	3	+	10070331	10142956	10070331	10142956	43	10070331,10074505,10076142,10076368,10076846,10077960,10080952,10081394,10083296,10084232,10084723,10085157,10085502,10088253,10089590,10091047,10094060,10101967,10103824,10105465,10106029,10106402,10107067,10107537,10108882,10114544,10114926,10116203,10119754,10122773,10123019,10127485,10128807,10130122,10130501,10131965,10133854,10134958,10135962,10136873,10137999,10140393,10142861	10070415,10074666,10076230,10076492,10076927,10078033,10081051,10081539,10083404,10084357,10084844,10085286,10085558,10088417,10089745,10091199,10094191,10102097,10103905,10105605,10106123,10106569,10107188,10107673,10109011,10114675,10115056,10116367,10119891,10122922,10123158,10127616,10128958,10130236,10130644,10132079,10133946,10135017,10136057,10136968,10138166,10140509,10142956	nan	FANCD2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7428	VHL;NM_000551.4	3	+	10183521	10191659	10183521	10191659	3	10183521,10188187,10191460	10183881,10188330,10191659	nan	VHL	nan	nan	0,0,0
5468	PPARG;NM_138711.6	3	+	12421200	12475654	12421200	12475654	6	12421200,12422810,12434102,12447370,12458192,12475386	12421440,12423000,12434261,12447590,12458663,12475654	nan	PPARG	nan	nan	0,0,0,0,0,0
5894	RAF1;NM_002880.4	3	-	12626002	12660230	12626002	12660230	16	12626002,12626335,12626610,12627169,12629079,12632286,12633196,12641179,12641640,12641876,12645624,12647689,12650254,12650721,12653438,12660003	12626166,12626490,12626762,12627308,12629146,12632483,12633301,12641317,12641788,12641924,12645798,12647808,12650432,12650844,12653571,12660230	nan	RAF1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7048	TGFBR2;NM_003242.6	3	+	30648365	30733101	30648365	30733101	7	30648365,30686228,30691751,30713119,30715586,30729865,30732901	30648479,30686417,30691962,30713939,30715748,30730013,30733101	nan	TGFBR2	nan	nan	0,0,0,0,0,0,0
4292	MLH1;NM_000249.4	3	+	37035028	37092154	37035028	37092154	19	37035028,37038099,37042435,37045881,37048471,37050294,37053300,37053491,37055912,37058986,37061790,37067117,37070264,37081666,37083748,37088999,37089997,37090384,37091966	37035164,37038210,37042554,37045975,37048564,37050406,37053363,37053600,37056045,37059100,37061964,37067508,37070433,37081795,37083832,37089184,37090110,37090518,37092154	nan	MLH1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615	MYD88;NM_002468.5	3	+	38180181	38182787	38180181	38182787	5	38180181,38181344,38181868,38182237,38182612	38180529,38181499,38182069,38182349,38182787	nan	MYD88	nan	nan	0,0,0,0,0
1499	CTNNB1;NM_001904.4	3	+	41265549	41280843	41265549	41280843	14	41265549,41266006,41266434,41266814,41267140,41268688,41274821,41275009,41275619,41277204,41277829,41278068,41279496,41280614	41265582,41266254,41266708,41267073,41267362,41268853,41274945,41275368,41275798,41277344,41278000,41278210,41279577,41280843	nan	CTNNB1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
29072	SETD2;NM_014159.7	3	-	47058572	47205424	47058572	47205424	21	47058572,47059117,47061239,47079145,47084040,47087966,47098300,47103642,47108549,47125199,47127674,47129592,47139434,47142937,47144825,47147476,47155355,47158102,47161661,47168127,47205333	47058754,47059239,47061340,47079277,47084200,47088121,47098990,47103846,47108618,47125882,47127814,47129747,47139581,47143055,47144923,47147620,47155504,47158254,47166048,47168163,47205424	nan	SETD2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387	RHOA;NM_001664.4	3	-	49397631	49413032	49397631	49413032	4	49397631,49399918,49405850,49412856	49397825,49400069,49405991,49413032	nan	RHOA	nan	nan	0,0,0,0
4485	MST1;NM_020998.3	3	-	49721450	49726134	49721450	49726134	18	49721450,49721736,49721972,49722160,49722434,49722684,49722893,49723018,49723282,49723484,49723735,49724106,49724369,49724571,49724786,49724978,49725172,49726020	49721632,49721896,49722099,49722327,49722532,49722825,49722949,49723175,49723405,49723635,49723924,49724245,49724510,49724728,49724921,49725111,49725340,49726134	nan	MST1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4486	MST1R;NM_002447.4	3	-	49924729	49941052	49924729	49941052	20	49924729,49927346,49927907,49928619,49928821,49929180,49932589,49932869,49933137,49933383,49933617,49933962,49934151,49934702,49934942,49935473,49935940,49936289,49936497,49939802	49925005,49927503,49928093,49928749,49929023,49929281,49932816,49932991,49933323,49933550,49933847,49934076,49934333,49934859,49935128,49935654,49936131,49936438,49936706,49941052	nan	MST1R	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8314	BAP1;NM_004656.4	3	-	52436293	52443904	52436293	52443904	17	52436293,52436607,52436784,52437143,52437421,52438458,52439115,52439770,52440258,52440834,52441179,52441404,52441963,52442479,52443559,52443719,52443847	52436447,52436700,52436897,52437324,52437920,52438612,52439320,52439938,52440402,52440933,52441342,52441486,52442103,52442632,52443634,52443769,52443904	nan	BAP1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55193	PBRM1;NM_018313.5	3	-	52582068	52713737	52582068	52713737	29	52582068,52584426,52584752,52588729,52595772,52597369,52598055,52610546,52613059,52620430,52621358,52623075,52637526,52643318,52649356,52651267,52661278,52662899,52668607,52675959,52677253,52678709,52682349,52685747,52692204,52696138,52702503,52712505,52713579	52582261,52584663,52584843,52588905,52595994,52597519,52598259,52610724,52613225,52620714,52621461,52623281,52637758,52643981,52649482,52651564,52661396,52663061,52668841,52676071,52677369,52678815,52682468,52685836,52692341,52696302,52702671,52712623,52713737	nan	PBRM1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4286	MITF;NM_001354604.2	3	+	69788738	70014409	69788738	70014409	10	69788738,69928274,69986962,69988238,69990376,69998191,70000952,70005595,70008413,70013987	69788862,69928544,69987210,69988342,69990492,69998329,70001047,70005691,70008581,70014409	nan	MITF	nan	nan	0,0,0,0,0,0,0,0,0,0
27086	FOXP1;NM_001349338.3	3	-	71008387	71247542	71008387	71247542	16	71008387,71015030,71019876,71021695,71026081,71026783,71026968,71037134,71050112,71064689,71090468,71096082,71101677,71102776,71161676,71247342	71008552,71015217,71019966,71021837,71026203,71026883,71027190,71037238,71050220,71064814,71090693,71096256,71101787,71102934,71161798,71247542	nan	FOXP1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23429	RYBP;NM_012234.6	3	-	72427525	72495784	72427525	72495784	4	72427525,72428180,72428391,72495636	72427798,72428299,72428588,72495784	nan	RYBP	nan	nan	0,0,0,0
55164	SHQ1;NM_018130.3	3	-	72799424	72897501	72799424	72897501	11	72799424,72842056,72861811,72864490,72866370,72873564,72881509,72890185,72891420,72893499,72897338	72799997,72842197,72861955,72864564,72866545,72873712,72881642,72890360,72891563,72893584,72897501	nan	SHQ1	nan	nan	0,0,0,0,0,0,0,0,0,0,0
2042	EPHA3;NM_005233.6	3	+	89156888	89528662	89156888	89528662	17	89156888,89176348,89258999,89390055,89390894,89444976,89448457,89456408,89457206,89462280,89468344,89478245,89480289,89498364,89499316,89521603,89528536	89156996,89176433,89259680,89390231,89391250,89445121,89448640,89456531,89457291,89462426,89468550,89478327,89480519,89498534,89499530,89521779,89528662	nan	EPHA3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2932	GSK3B;NM_001146156.2	3	-	119545624	119812291	119545624	119812291	11	119545624,119562091,119582255,119595249,119624591,119631540,119634880,119642209,119666104,119720882,119812183	119545712,119562210,119582462,119595365,119624709,119631667,119635031,119642340,119666208,119721096,119812291	nan	GSK3B	nan	nan	0,0,0,0,0,0,0,0,0,0,0
2624	GATA2;NM_032638.5	3	-	128199851	128205884	128199851	128205884	5	128199851,128200651,128202692,128204559,128205635	128200171,128200797,128202858,128205221,128205884	nan	GATA2	nan	nan	0,0,0,0,0
2047	EPHB1;NM_004441.5	3	+	134514463	134977972	134514463	134977972	16	134514463,134644647,134670202,134825279,134851545,134872983,134880849,134884799,134885773,134898691,134911407,134920305,134959979,134967147,134968167,134977843	134514541,134644732,134670904,134825455,134851901,134873128,134881032,134884928,134885858,134898834,134911675,134920541,134960149,134967361,134968343,134977972	nan	EPHB1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10274	STAG1;NM_005862.3	3	-	136057085	136349750	136057085	136349750	33	136057085,136057201,136059322,136060272,136062663,136067989,136076551,136077979,136082197,136085774,136087939,136096491,136117580,136136716,136139924,136141241,136141599,136141783,136152387,136162118,136170864,136183712,136191244,136192370,136196120,136219054,136221459,136240044,136260950,136287596,136323140,136341977,136349701	136057129,136057302,136059457,136060403,136062858,136068215,136076700,136078148,136082319,136085934,136088134,136096604,136117681,136136824,136140015,136141465,136141709,136141896,136152511,136162256,136170999,136183840,136191344,136192489,136196264,136219148,136221631,136240269,136261047,136287713,136323325,136342100,136349750	nan	STAG1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5291	PIK3CB;NM_006219.3	3	-	138374220	138478195	138374220	138478195	22	138374220,138374973,138376521,138382737,138383867,138400798,138402509,138403456,138407706,138409831,138413617,138417738,138423274,138425990,138431039,138433299,138452192,138453465,138456538,138461389,138474585,138478004	138374378,138375126,138376687,138382881,138384055,138400897,138402639,138403655,138407826,138409995,138413759,138417947,138423345,138426141,138431156,138433571,138452290,138453656,138456738,138461633,138474831,138478195	nan	PIK3CB	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668	FOXL2;NM_023067.4	3	-	138664423	138665574	138664423	138665574	1	138664423	138665574	nan	FOXL2	nan	nan	0
545	ATR;NM_001184.4	3	-	142168260	142297556	142168260	142297556	47	142168260,142171959,142176435,142177789,142178058,142180771,142183928,142185155,142186765,142188168,142188917,142203971,142211963,142215192,142215844,142217428,142218458,142222193,142223970,142226762,142231091,142232332,142234226,142238500,142241559,142242824,142253911,142254939,142257313,142259735,142261496,142266556,142268310,142268963,142272058,142272471,142272656,142274708,142275214,142277455,142278082,142279094,142280074,142281063,142284952,142286894,142297477	142168454,142172085,142176607,142177963,142178235,142180942,142184092,142185385,142186920,142188421,142189035,142204134,142212163,142215372,142216044,142217626,142218570,142222305,142224155,142226961,142231322,142232490,142234367,142238636,142241693,142243051,142254057,142255053,142257477,142259886,142261609,142266762,142268525,142269154,142272250,142272592,142272867,142274991,142275427,142277628,142278293,142279306,142280273,142281961,142285113,142287006,142297556	nan	ATR	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5584	PRKCI;NM_002740.6	3	+	169940447	170020925	169940447	170020925	18	169940447,169953007,169977746,169981156,169985692,169988198,169991063,169993006,169998004,169998943,169999659,170002238,170009631,170011160,170013688,170015081,170016772,170020817	169940568,169953149,169977856,169981227,169985798,169988359,169991138,169993085,169998201,169999061,169999766,170002394,170009739,170011306,170013788,170015191,170016908,170020925	nan	PRKCI	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5290	PIK3CA;NM_006218.4	3	+	178916603	178952162	178916603	178952162	20	178916603,178917467,178919067,178921321,178922280,178927372,178927963,178928208,178935987,178936973,178937348,178937726,178938763,178941858,178942477,178943739,178947049,178947781,178948002,178951871	178916975,178917697,178919338,178921587,178922386,178927498,178928136,178928363,178936132,178937075,178937533,178937850,178938955,178941985,178942619,178943838,178947240,178947919,178948174,178952162	nan	PIK3CA	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6657	SOX2;NM_003106.4	3	+	181430138	181431112	181430138	181431112	1	181430138	181431112	nan	SOX2	nan	nan	0
54165	DCUN1D1;NM_020640.4	3	-	182662871	182698287	182662871	182698287	7	182662871,182665015,182665327,182679003,182681658,182683314,182698264	182662971,182665132,182665430,182679154,182681847,182683551,182698287	nan	DCUN1D1	nan	nan	0,0,0,0,0,0,0
89857	KLHL6;NM_130446.4	3	-	183209704	183273451	183209704	183273451	7	183209704,183210271,183211856,183217367,183225836,183245622,183273138	183210026,183210505,183212079,183217625,183226306,183245808,183273451	nan	KLHL6	nan	nan	0,0,0,0,0,0,0
9175	MAP3K13;NM_004721.5	3	+	185146359	185200254	185146359	185200254	13	185146359,185155224,185161222,185165566,185167677,185169064,185181327,185183524,185184603,185190752,185195103,185198009,185200132	185146854,185155428,185161434,185165745,185167856,185169193,185181457,185183661,185184761,185191559,185195194,185198327,185200254	nan	MAP3K13	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
2119	ETV5;NM_004454.3	3	-	185766417	185823667	185766417	185823667	12	185766417,185769808,185774853,185775201,185782195,185783591,185797595,185798824,185823083,185823227,185823403,185823602	185766659,185769930,185775043,185775290,185782275,185783871,185797903,185798974,185823154,185823295,185823511,185823667	nan	ETV5	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
1974	EIF4A2;NM_001967.4	3	+	186501389	186507068	186501389	186507068	11	186501389,186502210,186502342,186502740,186503661,186503942,186504280,186504905,186505273,186505581,186506903	186501438,186502276,186502495,186502900,186503850,186504072,186504444,186505063,186505383,186505681,186507068	nan	EIF4A2	nan	nan	0,0,0,0,0,0,0,0,0,0,0
604	BCL6;NM_001706.5	3	-	187440235	187451491	187440235	187451491	8	187440235,187442718,187443276,187444508,187446137,187446827,187449486,187451310	187440399,187442876,187443427,187444696,187446342,187447819,187449728,187451491	nan	BCL6	nan	nan	0,0,0,0,0,0,0,0
8626	TP63;NM_003722.5	3	+	189349294	189612301	189349294	189612301	14	189349294,189455518,189456420,189526050,189582010,189584460,189585611,189586358,189587102,189590637,189604172,189607118,189608567,189611984	189349376,189455667,189456573,189526325,189582217,189584596,189585741,189586515,189587205,189590794,189604350,189607283,189608681,189612301	nan	TP63	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
